ID,월,일,측정 시간대,섭씨 온도(°⁣C),절대 온도(K),이슬점 온도(°C),상대 습도 (%),대기압(mbar),포화 증기압(mbar),실제 증기압(mbar),증기압 부족량(mbar),수증기 함량 (g/kg),공기 밀도 (g/m**3),풍향 (deg),풍속 (m/s)
TRAIN_22976,1,9,오후,1.49,276.46,0.28,91.6,977.3,6.8,6.23,0.57,3.98,1236.61,208.7,1.55
TRAIN_22977,8,26,저녁,31.28,305.33,11.45,29.63,989.9,45.71,13.54,32.17,8.55,1126.85,237.2,0.68
TRAIN_22978,3,19,저녁,4.86,278.61,1.65,79.6,992.71,8.65,6.88,1.76,4.32,1240.6,246.8,1.41
TRAIN_22979,3,1,오후,2.13,276.09,-2.96,68.88,989.94,7.13,4.91,2.22,3.09,1250.34,203.7,2.3
TRAIN_22980,3,10,새벽,-2.05,272.12,-3.75,88.0,987.1,5.25,4.62,0.63,2.92,1266.1,61.56,0.49
TRAIN_22981,1,8,오후,6.12,281.15,-1.79,56.77,976.9,9.44,5.36,4.08,3.42,1216.02,223.7,6.59
TRAIN_22982,3,24,저녁,6.43,280.6,-1.36,57.33,987.53,9.64,5.53,4.11,3.49,1227.83,236.0,1.75
TRAIN_22983,5,28,오전,15.56,289.66,12.52,82.1,988.73,17.7,14.54,3.17,9.2,1186.34,45.78,2.09
TRAIN_22984,5,19,오전,11.58,286.11,8.27,80.1,983.31,13.66,10.94,2.72,6.95,1197.95,209.8,0.97
TRAIN_22985,11,5,오후,8.66,283.96,6.13,84.1,973.93,11.23,9.45,1.79,6.05,1199.47,183.1,2.05
TRAIN_22986,7,5,오후,24.11,298.46,12.18,47.23,986.18,30.08,14.21,15.88,9.01,1149.38,261.2,3.11
TRAIN_22987,3,22,저녁,5.43,279.85,1.94,78.1,984.43,9.0,7.03,1.97,4.45,1227.64,249.8,1.23
TRAIN_22988,5,13,새벽,14.0,289.38,10.29,78.3,973.41,16.01,12.53,3.47,8.05,1175.12,354.3,1.53
TRAIN_22989,2,12,오전,4.23,279.28,-0.54,71.0,976.56,8.27,5.87,2.4,3.75,1223.62,201.6,2.5
TRAIN_22990,9,29,저녁,19.5,293.74,11.48,59.77,987.16,22.7,13.57,9.13,8.6,1168.93,217.9,3.65
TRAIN_22991,11,26,저녁,-0.56,273.42,-0.69,99.0,989.62,5.86,5.81,0.06,3.66,1261.84,222.6,1.43
TRAIN_22992,9,7,저녁,23.98,297.85,15.6,59.47,991.69,29.85,17.75,12.1,11.21,1154.77,42.95,1.72
TRAIN_22993,12,20,오전,0.44,273.62,-1.79,84.9,999.82,6.31,5.36,0.95,3.34,1270.42,190.0,1.76
TRAIN_22994,9,7,오전,13.4,286.67,12.63,95.1,998.6,15.4,14.64,0.75,9.17,1207.23,183.2,0.47
TRAIN_22995,1,10,저녁,4.59,280.22,2.88,88.6,969.59,8.48,7.52,0.97,4.84,1212.51,151.8,1.05
TRAIN_22996,7,28,오전,22.93,296.92,13.39,54.92,990.3,28.02,15.39,12.63,9.72,1158.28,220.3,3.08
TRAIN_22997,9,29,새벽,15.56,288.97,10.79,73.2,997.0,17.7,12.96,4.74,8.13,1197.03,155.0,1.47
TRAIN_22998,6,22,저녁,20.6,293.98,16.91,79.4,997.45,24.3,19.3,5.01,12.12,1174.19,48.7,0.23
TRAIN_22999,6,6,새벽,13.27,287.05,12.87,97.4,992.51,15.27,14.87,0.4,9.37,1200.27,214.0,1.2
TRAIN_23000,12,6,저녁,-5.03,267.58,-6.21,91.4,1007.19,4.2,3.84,0.36,2.37,1306.69,121.1,0.29
TRAIN_23001,7,27,새벽,17.24,291.17,16.25,93.9,990.75,19.7,18.5,1.2,11.7,1180.1,178.1,0.87
TRAIN_23002,6,19,저녁,14.32,287.68,11.64,83.9,997.61,16.34,13.71,2.63,8.59,1202.6,20.2,0.19
TRAIN_23003,10,12,새벽,5.0,278.79,4.55,96.9,992.19,8.73,8.46,0.27,5.32,1238.58,27.4,3.64
TRAIN_23004,6,11,오전,16.48,290.85,10.59,68.09,985.55,18.78,12.78,5.99,8.11,1179.54,102.1,0.91
TRAIN_23005,4,2,새벽,-0.06,273.49,-0.37,97.8,994.99,6.08,5.95,0.13,3.73,1266.33,213.6,0.68
TRAIN_23006,11,17,저녁,11.06,286.03,6.18,71.8,978.06,13.2,9.47,3.72,6.05,1194.39,180.7,4.17
TRAIN_23007,3,18,저녁,4.7,278.49,2.26,84.1,992.15,8.55,7.19,1.36,4.52,1240.47,28.81,4.43
TRAIN_23008,12,12,저녁,4.25,277.39,3.49,94.8,1000.19,8.28,7.85,0.43,4.9,1252.28,18.73,0.36
TRAIN_23009,12,17,저녁,1.43,273.78,-0.73,85.5,1010.39,6.77,5.79,0.98,3.57,1279.08,215.9,0.49
TRAIN_23010,9,9,오후,25.07,299.01,13.77,49.49,990.94,31.86,15.77,16.09,9.96,1150.55,348.9,0.59
TRAIN_23011,6,14,새벽,12.66,287.92,12.02,95.9,974.75,14.67,14.07,0.6,9.02,1181.55,206.5,1.19
TRAIN_23012,8,7,새벽,12.75,285.82,10.56,86.5,1001.05,14.75,12.76,1.99,7.97,1213.83,212.2,1.06
TRAIN_23013,8,28,새벽,18.94,292.98,13.55,70.9,989.53,21.93,15.55,6.38,9.83,1173.11,153.1,0.95
TRAIN_23014,5,24,저녁,10.5,284.7,9.15,91.3,987.26,12.71,11.61,1.11,7.34,1207.06,262.4,2.9
TRAIN_23015,2,3,저녁,2.26,276.01,-1.88,74.0,992.56,7.19,5.32,1.87,3.34,1252.88,233.2,1.93
TRAIN_23016,1,28,새벽,11.64,285.84,5.21,64.61,987.36,13.71,8.86,4.85,5.6,1203.62,215.6,3.39
TRAIN_23017,9,4,새벽,17.26,291.46,12.07,71.5,987.6,19.73,14.11,5.62,8.93,1178.23,188.0,0.7
TRAIN_23018,4,19,새벽,4.43,277.95,0.2,73.9,995.46,8.39,6.2,2.19,3.88,1246.29,221.0,2.03
TRAIN_23019,9,8,오후,28.23,302.66,13.95,41.58,985.4,38.37,15.95,22.41,10.13,1132.0,187.8,3.54
TRAIN_23020,12,13,저녁,4.19,277.59,2.86,91.0,997.0,8.25,7.51,0.74,4.7,1248.69,175.8,0.94
TRAIN_23021,12,20,저녁,-2.4,270.9,-4.63,84.6,998.21,5.12,4.33,0.79,2.7,1282.21,201.2,1.98
TRAIN_23022,3,31,저녁,2.81,277.05,1.87,93.5,986.49,7.48,6.99,0.49,4.42,1241.91,28.28,4.2
TRAIN_23023,10,29,오후,11.16,283.96,4.52,63.52,1004.41,13.28,8.44,4.85,5.24,1226.73,292.9,1.73
TRAIN_23024,4,5,오전,9.04,283.81,8.16,94.2,980.35,11.52,10.86,0.67,6.92,1205.12,196.4,1.59
TRAIN_23025,6,22,새벽,16.07,289.49,13.62,85.4,996.91,18.29,15.62,2.67,9.8,1193.61,209.6,0.61
TRAIN_23026,4,6,오전,12.75,287.13,3.91,54.82,985.24,14.75,8.09,6.67,5.12,1196.72,212.8,7.22
TRAIN_23027,8,12,오전,13.04,286.59,12.23,94.8,995.29,15.04,14.26,0.78,8.96,1204.9,159.9,1.36
TRAIN_23028,2,8,새벽,6.73,281.68,0.72,65.39,977.95,9.84,6.44,3.41,4.1,1214.16,201.8,5.53
TRAIN_23029,10,24,오후,8.96,283.15,8.54,97.2,987.34,11.46,11.14,0.32,7.05,1213.96,21.14,2.63
TRAIN_23030,3,24,오전,3.94,278.17,-0.74,71.4,986.67,8.1,5.79,2.32,3.66,1237.64,96.3,1.02
TRAIN_23031,11,3,오후,6.08,279.71,2.97,80.4,994.16,9.41,7.57,1.84,4.75,1236.67,207.3,2.95
TRAIN_23032,9,7,저녁,20.98,294.86,15.24,69.7,991.54,24.88,17.34,7.54,10.95,1166.55,23.1,0.27
TRAIN_23033,9,15,새벽,15.73,289.92,11.42,75.5,987.63,17.9,13.51,4.39,8.55,1184.78,347.5,0.79
TRAIN_23034,7,20,새벽,19.64,293.31,13.89,69.38,993.97,22.9,15.89,7.01,10.0,1175.44,21.42,1.11
TRAIN_23035,9,14,저녁,26.64,300.87,12.57,41.7,987.63,34.96,14.58,20.38,9.23,1141.2,54.71,3.44
TRAIN_23036,7,22,새벽,15.81,289.84,15.57,98.5,989.6,17.99,17.72,0.27,11.21,1184.91,213.1,1.49
TRAIN_23037,12,9,저녁,5.86,278.98,4.24,89.3,1000.39,9.26,8.27,0.99,5.16,1245.11,205.0,1.35
TRAIN_23038,6,21,오후,21.95,295.59,12.75,55.9,994.39,26.4,14.76,11.64,9.28,1167.24,223.6,3.39
TRAIN_23039,9,10,오전,16.16,289.99,13.14,82.3,991.93,18.4,15.14,3.26,9.55,1187.46,156.9,1.05
TRAIN_23040,9,22,저녁,11.48,284.98,10.0,90.6,995.82,13.57,12.29,1.28,7.71,1213.06,205.5,0.95
TRAIN_23041,10,19,새벽,8.4,282.46,6.13,85.6,988.93,11.03,9.45,1.59,5.96,1219.14,287.3,1.54
TRAIN_23042,12,9,새벽,3.5,276.64,0.21,79.0,1000.19,7.85,6.2,1.65,3.87,1256.48,151.0,0.98
TRAIN_23043,1,11,오후,4.87,280.97,3.04,87.9,963.81,8.65,7.6,1.05,4.92,1204.04,210.4,3.32
TRAIN_23044,4,27,저녁,2.58,277.03,0.57,86.5,983.78,7.36,6.37,0.99,4.03,1239.83,240.3,1.52
TRAIN_23045,3,5,저녁,4.73,280.31,2.95,88.2,970.05,8.56,7.55,1.01,4.86,1212.48,252.4,1.91
TRAIN_23046,9,15,새벽,18.89,293.06,12.95,68.4,988.06,21.86,14.95,6.91,9.47,1171.83,12.84,2.1
TRAIN_23047,11,10,새벽,1.15,276.38,0.46,95.1,974.11,6.64,6.32,0.33,4.04,1234.03,331.8,1.16
TRAIN_23048,9,18,오후,16.87,291.11,11.5,70.6,987.06,19.25,13.59,5.66,8.61,1179.41,41.18,3.24
TRAIN_23049,9,27,오후,20.23,293.42,12.66,61.73,999.58,23.76,14.66,9.09,9.18,1180.29,137.8,1.27
TRAIN_23050,10,24,오후,9.05,283.24,8.66,97.4,987.4,11.53,11.23,0.3,7.11,1213.61,356.5,2.3
TRAIN_23051,4,11,오전,4.24,278.22,3.12,92.4,989.68,8.27,7.65,0.63,4.82,1239.23,358.7,1.95
TRAIN_23052,5,27,오후,15.73,289.71,13.07,84.2,990.17,17.9,15.07,2.83,9.52,1187.13,23.99,4.16
TRAIN_23053,6,17,오후,17.43,292.28,11.57,68.46,979.96,19.94,13.65,6.29,8.71,1168.59,212.3,5.21
TRAIN_23054,11,30,저녁,3.18,276.34,-2.0,68.71,999.9,7.68,5.27,2.4,3.29,1258.0,277.7,1.34
TRAIN_23055,10,18,저녁,10.4,284.2,8.57,88.4,992.16,12.63,11.16,1.46,7.03,1213.71,189.6,1.45
TRAIN_23056,3,12,저녁,0.87,273.61,-0.78,88.7,1005.38,6.5,5.77,0.74,3.58,1275.34,28.78,2.59
TRAIN_23057,2,14,오전,4.48,280.92,3.31,92.1,959.81,8.42,7.75,0.66,5.04,1200.62,206.6,1.17
TRAIN_23058,6,12,오전,13.97,288.5,11.22,83.5,983.52,15.98,13.34,2.64,8.48,1187.14,187.7,0.83
TRAIN_23059,11,16,오전,4.13,277.82,3.95,98.7,993.44,8.21,8.11,0.11,5.09,1244.2,185.9,1.58
TRAIN_23060,11,4,오후,7.53,281.77,1.74,66.64,986.69,10.4,6.93,3.47,4.38,1221.32,174.7,2.19
TRAIN_23061,5,27,새벽,10.17,284.16,8.61,90.0,989.88,12.43,11.19,1.24,7.06,1211.88,102.5,0.42
TRAIN_23062,8,8,오전,24.93,298.8,14.61,52.72,991.66,31.6,16.66,14.94,10.51,1151.54,234.9,3.58
TRAIN_23063,1,21,오후,-0.5,272.59,-6.28,64.75,1000.93,5.89,3.81,2.08,2.37,1276.96,185.3,1.73
TRAIN_23064,10,31,저녁,9.75,282.86,7.01,83.0,1000.66,12.09,10.03,2.06,6.26,1227.49,275.0,1.03
TRAIN_23065,1,31,오후,5.36,279.82,-0.68,64.94,983.78,8.95,5.81,3.14,3.68,1227.73,221.9,4.09
TRAIN_23066,3,25,저녁,5.06,279.31,3.89,92.1,986.42,8.76,8.07,0.69,5.11,1231.29,232.9,0.39
TRAIN_23067,12,26,오전,8.53,281.96,5.11,79.0,996.61,11.13,8.79,2.34,5.51,1228.37,213.8,4.74
TRAIN_23068,5,7,새벽,15.64,289.7,5.83,51.99,989.18,17.8,9.25,8.54,5.84,1188.96,218.7,1.96
TRAIN_23069,8,25,오후,31.82,305.76,11.25,28.36,991.15,47.13,13.37,33.76,8.43,1126.36,135.9,3.71
TRAIN_23070,3,25,오후,7.1,281.49,3.54,78.0,984.76,10.1,7.88,2.22,4.99,1220.35,207.8,4.41
TRAIN_23071,9,16,저녁,19.93,294.32,14.41,70.5,985.52,23.32,16.44,6.88,10.44,1163.98,258.6,0.97
TRAIN_23072,9,18,저녁,12.98,287.1,10.73,86.2,988.35,14.98,12.91,2.07,8.17,1197.32,47.08,2.56
TRAIN_23073,11,26,새벽,0.29,273.85,-0.03,97.7,994.83,6.24,6.09,0.14,3.82,1264.45,203.5,1.23
TRAIN_23074,9,18,저녁,12.53,286.63,10.01,84.6,988.63,14.54,12.3,2.24,7.78,1199.83,28.81,2.79
TRAIN_23075,6,12,저녁,14.14,288.99,13.3,94.7,979.68,16.15,15.3,0.86,9.77,1180.88,336.1,0.65
TRAIN_23076,4,5,새벽,12.75,287.48,7.7,71.3,980.98,14.75,10.52,4.23,6.7,1190.41,11.64,0.83
TRAIN_23077,6,19,오후,17.28,290.82,10.93,66.22,995.4,19.75,13.08,6.67,8.21,1187.97,188.4,1.81
TRAIN_23078,12,8,오후,8.5,281.53,-0.63,52.51,1001.66,11.11,5.83,5.28,3.63,1236.14,202.2,1.61
TRAIN_23079,5,29,새벽,15.19,289.8,14.43,95.2,982.56,17.29,16.46,0.83,10.49,1179.53,264.8,0.76
TRAIN_23080,1,2,오전,-2.12,271.67,-2.83,94.9,991.83,5.22,4.96,0.27,3.11,1272.38,20.2,2.43
TRAIN_23081,1,25,오전,4.63,277.71,4.2,97.0,1000.99,8.51,8.25,0.26,5.14,1251.36,168.4,0.59
TRAIN_23082,7,6,오전,17.32,291.11,7.56,52.6,992.46,19.8,10.42,9.39,6.55,1185.49,251.4,3.88
TRAIN_23083,7,21,오후,20.05,294.12,17.15,83.4,989.24,23.49,19.59,3.9,12.41,1166.51,244.0,1.41
TRAIN_23084,8,15,오후,20.66,294.18,11.09,54.21,995.68,24.39,13.22,11.17,8.3,1174.58,47.02,4.6
TRAIN_23085,6,26,오후,20.02,293.93,9.82,51.8,991.14,23.45,12.15,11.3,7.66,1172.23,324.3,1.85
TRAIN_23086,9,11,오후,28.73,302.68,15.27,44.01,990.95,39.49,17.38,22.11,10.98,1135.91,79.6,1.81
TRAIN_23087,4,2,저녁,11.93,285.94,3.92,57.89,989.61,13.98,8.09,5.89,5.1,1205.5,204.2,2.34
TRAIN_23088,9,5,오전,15.01,289.16,10.96,76.7,988.05,17.09,13.11,3.98,8.29,1188.44,260.3,1.66
TRAIN_23089,9,26,오전,12.34,285.88,9.22,81.2,995.37,14.36,11.66,2.7,7.32,1209.15,137.0,0.45
TRAIN_23090,2,1,오후,12.41,286.5,6.77,68.41,988.7,14.43,9.87,4.56,6.23,1201.54,226.3,4.19
TRAIN_23091,3,14,오전,-0.77,271.75,-2.52,87.8,1008.31,5.77,5.07,0.7,3.13,1287.06,56.08,1.92
TRAIN_23092,8,21,오전,21.1,295.03,9.95,48.88,990.95,25.06,12.25,12.81,7.73,1167.66,220.9,4.64
TRAIN_23093,2,15,오전,3.84,278.84,2.16,88.7,977.2,8.05,7.14,0.91,4.56,1225.53,55.84,0.89
TRAIN_23094,6,28,오후,19.18,293.21,13.12,67.9,989.69,22.26,15.11,7.14,9.55,1172.53,148.4,2.32
TRAIN_23095,2,22,저녁,4.53,279.31,3.81,95.1,979.83,8.44,8.03,0.41,5.11,1225.4,16.32,1.6
TRAIN_23096,8,29,오전,21.38,295.35,14.06,63.02,990.49,25.5,16.07,9.43,10.15,1164.29,235.8,2.29
TRAIN_23097,6,10,오전,11.49,285.7,9.39,86.9,987.17,13.58,11.8,1.78,7.47,1202.66,177.1,0.72
TRAIN_23098,5,12,오전,14.88,290.03,8.59,65.96,976.2,16.95,11.18,5.77,7.15,1175.52,40.83,4.44
TRAIN_23099,5,23,새벽,13.53,288.12,12.12,91.2,982.74,15.53,14.16,1.37,9.01,1187.63,189.7,0.68
TRAIN_23100,12,25,오후,8.58,282.14,4.32,74.5,995.02,11.17,8.32,2.85,5.22,1226.42,209.3,3.92
TRAIN_23101,6,24,오전,29.83,303.79,18.13,49.53,990.81,42.08,20.84,21.24,13.19,1130.12,124.7,2.68
TRAIN_23102,11,9,저녁,1.74,276.71,-1.2,80.7,977.36,6.93,5.59,1.34,3.57,1235.84,205.2,1.36
TRAIN_23103,2,24,오후,3.93,277.86,-1.32,68.48,990.27,8.1,5.54,2.55,3.49,1242.35,267.5,1.87
TRAIN_23104,4,5,새벽,12.69,287.42,7.6,71.1,981.01,14.7,10.45,4.25,6.65,1190.73,225.3,1.66
TRAIN_23105,10,8,새벽,7.75,281.44,6.74,93.3,993.39,10.56,9.85,0.71,6.19,1227.3,18.83,1.14
TRAIN_23106,8,22,새벽,14.44,287.84,11.39,81.9,997.1,16.47,13.49,2.98,8.46,1201.58,20.43,0.63
TRAIN_23107,5,2,저녁,12.66,286.36,4.7,58.29,993.46,14.67,8.55,6.12,5.37,1206.9,85.0,0.37
TRAIN_23108,3,30,저녁,8.02,282.32,5.16,82.1,986.0,10.75,8.83,1.92,5.59,1217.44,194.3,1.07
TRAIN_23109,5,21,오후,22.57,296.62,9.56,43.54,989.59,27.42,11.94,15.48,7.54,1160.39,226.7,1.26
TRAIN_23110,4,22,오전,9.0,282.71,1.99,61.35,993.16,11.49,7.05,4.44,4.43,1222.89,70.3,2.84
TRAIN_23111,11,2,오전,5.23,279.33,3.71,89.9,988.33,8.87,7.97,0.9,5.03,1232.96,251.4,1.98
TRAIN_23112,1,14,새벽,1.3,275.47,-1.47,81.7,987.12,6.71,5.48,1.23,3.46,1250.3,222.6,2.52
TRAIN_23113,11,15,새벽,-1.18,271.7,-4.2,79.8,1003.55,5.6,4.47,1.13,2.78,1283.22,206.2,1.23
TRAIN_23114,12,11,오후,7.28,281.15,3.23,75.4,991.18,10.22,7.71,2.51,4.85,1227.62,263.4,3.11
TRAIN_23115,10,22,오전,5.94,280.21,5.13,94.5,986.23,9.32,8.81,0.51,5.57,1226.8,170.2,1.01
TRAIN_23116,11,30,새벽,-5.58,267.14,-7.36,87.2,1005.69,4.02,3.51,0.52,2.17,1307.59,214.1,1.41
TRAIN_23117,5,8,오전,16.2,290.16,5.67,49.6,990.39,18.44,9.15,9.3,5.77,1188.17,77.8,4.68
TRAIN_23118,8,22,오전,16.6,289.83,12.01,74.3,999.14,18.92,14.06,4.86,8.8,1194.82,214.3,1.4
TRAIN_23119,4,23,오후,5.4,279.95,1.64,76.6,982.74,8.98,6.88,2.1,4.36,1225.72,327.2,0.68
TRAIN_23120,4,6,저녁,11.94,286.56,2.88,53.72,982.33,13.99,7.51,6.47,4.77,1196.83,213.6,2.05
TRAIN_23121,4,25,새벽,1.04,275.47,-1.9,80.6,984.04,6.59,5.31,1.28,3.36,1247.62,265.2,2.71
TRAIN_23122,7,13,새벽,14.38,288.74,11.66,83.7,985.54,16.41,13.73,2.67,8.71,1187.71,235.9,0.83
TRAIN_23123,1,22,저녁,-4.88,268.27,-10.19,66.16,1000.13,4.24,2.81,1.44,1.75,1297.3,183.7,2.77
TRAIN_23124,3,3,오전,3.54,278.69,-1.98,66.99,975.3,7.88,5.28,2.6,3.37,1225.36,213.8,4.34
TRAIN_23125,12,24,저녁,5.2,278.55,0.39,71.0,997.66,8.85,6.29,2.57,3.93,1245.56,228.5,3.1
TRAIN_23126,1,19,오후,-2.07,271.98,-7.64,65.46,988.6,5.24,3.43,1.81,2.16,1268.72,185.9,1.0
TRAIN_23127,6,25,저녁,17.6,291.82,14.21,80.5,987.34,20.16,16.23,3.93,10.29,1175.58,271.8,3.24
TRAIN_23128,4,6,새벽,9.55,284.01,6.97,83.9,984.05,11.93,10.01,1.92,6.35,1207.9,302.5,0.54
TRAIN_23129,7,1,오전,22.58,296.66,13.49,56.46,989.25,27.43,15.49,11.94,9.8,1158.37,202.6,6.39
TRAIN_23130,6,6,오전,23.83,297.51,14.96,57.57,993.88,29.58,17.03,12.55,10.73,1158.24,24.42,4.64
TRAIN_23131,11,27,저녁,1.06,274.59,-1.92,80.4,995.31,6.6,5.3,1.29,3.32,1261.85,243.0,1.63
TRAIN_23132,4,28,오후,7.38,281.54,-0.58,56.87,987.67,10.29,5.85,4.44,3.69,1223.69,236.2,5.42
TRAIN_23133,7,28,오후,25.29,299.52,12.47,44.88,987.52,32.28,14.49,17.79,9.18,1146.27,211.4,4.04
TRAIN_23134,3,3,새벽,1.57,276.8,-0.24,87.7,974.07,6.84,6.0,0.84,3.84,1232.27,170.0,1.67
TRAIN_23135,4,7,오전,9.12,283.65,5.07,75.7,983.24,11.59,8.77,2.82,5.57,1209.32,191.1,3.49
TRAIN_23136,10,12,오후,6.26,279.92,4.98,91.5,993.75,9.53,8.72,0.81,5.48,1234.82,44.43,2.87
TRAIN_23137,5,3,오전,11.73,285.64,5.25,64.39,990.85,13.8,8.88,4.91,5.6,1207.5,143.8,1.16
TRAIN_23138,12,22,오후,3.71,276.69,-0.92,71.6,1002.25,7.97,5.71,2.26,3.55,1258.31,195.9,1.81
TRAIN_23139,4,4,오후,20.32,295.15,8.77,47.37,980.4,23.89,11.32,12.57,7.21,1158.66,284.6,1.55
TRAIN_23140,8,18,오후,23.42,298.09,6.15,32.76,982.36,28.86,9.46,19.41,6.01,1149.67,26.27,2.42
TRAIN_23141,3,21,새벽,4.49,278.53,1.83,82.8,989.0,8.42,6.97,1.45,4.4,1237.58,256.9,2.43
TRAIN_23142,5,17,오전,7.22,281.15,2.78,73.3,990.44,10.18,7.46,2.72,4.7,1227.08,244.2,1.64
TRAIN_23143,3,11,새벽,3.33,276.68,2.46,94.0,997.6,7.76,7.3,0.47,4.56,1253.42,10.24,1.94
TRAIN_23144,3,12,오후,1.13,274.04,0.1,92.8,1003.24,6.63,6.15,0.48,3.82,1271.19,31.81,5.12
TRAIN_23145,4,15,오후,12.25,287.18,6.54,68.04,978.6,14.28,9.71,4.56,6.2,1189.96,215.2,6.73
TRAIN_23146,4,4,새벽,8.99,283.67,7.75,91.9,981.44,11.49,10.55,0.93,6.72,1206.82,237.1,0.86
TRAIN_23147,4,13,새벽,6.81,281.43,5.81,93.3,982.01,9.9,9.23,0.66,5.87,1217.56,153.9,0.37
TRAIN_23148,9,29,저녁,17.46,291.66,11.18,66.56,987.57,19.98,13.3,6.68,8.42,1177.75,212.6,2.43
TRAIN_23149,4,7,새벽,6.66,281.25,3.78,81.8,982.32,9.8,8.01,1.78,5.09,1219.16,243.8,2.45
TRAIN_23150,2,3,오전,3.29,277.44,0.01,79.0,987.65,7.74,6.11,1.63,3.86,1241.64,58.86,0.54
TRAIN_23151,9,3,새벽,15.3,289.13,11.43,77.7,991.89,17.41,13.53,3.88,8.53,1191.69,146.2,0.96
TRAIN_23152,1,2,오후,-0.36,273.62,-1.91,89.2,989.62,5.95,5.31,0.64,3.34,1261.14,31.11,2.48
TRAIN_23153,6,10,오후,20.61,295.03,3.28,31.79,985.18,24.32,7.73,16.59,4.9,1164.79,294.1,1.67
TRAIN_23154,9,20,오전,11.26,285.03,8.66,84.0,992.55,13.37,11.23,2.14,7.07,1210.48,6.1,1.42
TRAIN_23155,5,14,새벽,10.86,285.92,3.26,59.3,976.97,13.02,7.72,5.3,4.93,1194.71,83.5,0.55
TRAIN_23156,10,6,오후,9.0,282.81,8.15,94.4,992.0,11.49,10.85,0.64,6.83,1219.68,25.89,4.29
TRAIN_23157,4,12,저녁,8.35,282.92,6.42,87.6,982.63,11.0,9.63,1.36,6.12,1211.47,112.6,0.57
TRAIN_23158,9,2,새벽,12.79,286.34,10.27,84.6,995.26,14.79,12.51,2.28,7.86,1206.71,218.6,0.53
TRAIN_23159,6,13,저녁,13.42,288.66,12.35,93.2,975.06,15.42,14.37,1.05,9.22,1178.66,171.3,1.28
TRAIN_23160,4,12,오전,7.14,281.48,6.74,97.3,985.39,10.12,9.85,0.27,6.24,1220.03,171.3,0.72
TRAIN_23161,4,6,오후,14.3,288.9,2.69,45.42,982.72,16.32,7.41,8.91,4.71,1187.52,210.0,5.14
TRAIN_23162,11,7,새벽,2.56,277.64,0.32,85.1,975.95,7.34,6.25,1.09,3.99,1230.11,189.8,0.9
TRAIN_23163,9,21,새벽,8.68,282.36,6.89,88.5,993.53,11.25,9.95,1.29,6.25,1223.37,235.3,0.7
TRAIN_23164,8,3,오후,19.84,294.14,17.37,85.7,986.55,23.19,19.87,3.32,12.63,1164.02,204.4,2.86
TRAIN_23165,9,3,저녁,24.59,298.65,11.95,45.21,989.48,30.96,14.0,16.96,8.85,1151.48,232.8,2.08
TRAIN_23166,11,24,저녁,4.37,277.79,4.05,97.8,996.71,8.35,8.17,0.18,5.11,1247.21,52.0,3.85
TRAIN_23167,2,18,새벽,0.27,274.28,-1.42,88.4,989.13,6.23,5.51,0.72,3.47,1257.55,165.8,1.13
TRAIN_23168,4,12,오후,15.95,290.42,7.38,56.69,984.34,18.15,10.29,7.86,6.53,1181.38,177.7,1.15
TRAIN_23169,1,27,저녁,11.88,285.94,3.04,54.55,989.01,13.93,7.6,6.33,4.79,1205.2,210.0,7.89
TRAIN_23170,2,2,오후,11.4,285.91,6.38,71.2,983.58,13.5,9.61,3.89,6.1,1199.66,213.3,8.06
TRAIN_23171,6,24,오전,31.15,305.17,17.76,44.88,990.17,45.37,20.36,25.01,12.89,1124.69,80.5,1.87
TRAIN_23172,4,16,오전,10.71,285.74,7.5,80.5,977.33,12.89,10.38,2.51,6.63,1194.55,213.1,2.94
TRAIN_23173,9,25,새벽,9.58,283.04,8.84,95.1,996.29,11.95,11.37,0.59,7.13,1222.22,194.1,0.91
TRAIN_23174,11,19,오전,5.83,280.48,3.4,84.3,981.58,9.25,7.8,1.45,4.96,1221.97,290.2,0.39
TRAIN_23175,9,22,새벽,7.34,280.88,6.87,96.8,995.27,10.26,9.94,0.33,6.23,1231.39,161.9,0.61
TRAIN_23176,8,6,새벽,14.42,287.93,11.76,84.0,995.75,16.45,13.82,2.63,8.68,1199.87,71.0,0.69
TRAIN_23177,9,16,오전,18.34,292.59,16.23,87.5,987.04,21.12,18.48,2.64,11.73,1171.22,217.9,0.64
TRAIN_23178,5,27,새벽,9.89,283.89,8.59,91.6,989.68,12.2,11.18,1.03,7.06,1212.84,30.45,0.19
TRAIN_23179,6,12,오전,18.68,293.34,13.01,69.56,982.23,21.57,15.01,6.57,9.56,1165.69,163.5,3.17
TRAIN_23180,5,6,새벽,6.64,280.28,5.49,92.3,994.02,9.78,9.03,0.75,5.67,1233.33,171.1,0.92
TRAIN_23181,3,4,새벽,-1.62,273.1,-3.02,90.1,980.17,5.42,4.89,0.54,3.11,1255.1,208.7,0.83
TRAIN_23182,7,5,오후,23.43,297.7,11.73,47.78,986.99,28.88,13.8,15.08,8.74,1153.14,215.1,4.26
TRAIN_23183,8,21,오후,20.57,294.5,9.89,50.29,990.86,24.26,12.2,12.06,7.69,1169.68,211.3,6.03
TRAIN_23184,3,6,오후,5.21,280.59,-0.93,64.38,972.64,8.86,5.7,3.16,3.66,1214.48,236.8,1.99
TRAIN_23185,11,12,새벽,-0.7,272.64,-2.16,89.8,997.66,5.8,5.21,0.59,3.26,1273.07,32.79,1.93
